	X1433EPSILON	X4EBP1	X4EBP1_pS65	X4EBP1_pT37T46	X53BP1	ACC_pS79	ACC1	AKT	AKT_pS473	AKT_pT308	AMPKALPHA	AMPKALPHA_pT172	AR	ASNS	ATM	BAK	BAX	BCL2	BCLXL	BECLIN	BETACATENIN	BID	BIM	CJUN_pS73VGBL9029825	CKIT	CMET_pY1235	CMYC	CRAF	CRAF_pS338	CASPASE7CLEAVEDD198	CAVEOLIN1	CD31	CD49B	CDK1	CHK1	CHK1_pS345	CHK2	CHK2_pT68	CIAP	CLAUDIN7	COLLAGENVI	CYCLINB1	CYCLIND1	CYCLINE1	DJ1	DVL3	ECADHERIN	EEF2	EEF2K	EGFR	EGFR_pY1068	EGFR_pY1173	EIF4E	ERALPHA	ERALPHA_pS118	ERK2	FIBRONECTIN	FOXO3A	GAB2	GATA3	GSK3ALPHABETA	GSK3ALPHABETA_pS21S9	HER2	HER2_pY1248	HER3	HER3_pY1289	HSP70	IGFBP2	INPP4B	IRS1	JNK_pT183Y185	JNK2	KU80	LCK	LKB1	MAPK_pT202Y204	MEK1	MEK1_pS217S221	MIG6	MRE11	MTOR	MTOR_pS2448	NCADHERIN	NFKBP65_pS536	NF2	NOTCH1	PCADHERIN	P27	P27_pT157	P38MAPK	P38_pT180Y182	P53	P70S6K1	P70S6K_pT389	P90RSK_pT359S363	PAI1	PAXILLIN	PCNA	PDK1_pS241	PEA15	PI3KP110ALPHA	PKCALPHA	PKCALPHA_pS657	PKCDELTA_pS664	PR	PRAS40_pT246	PTEN	RAD50	RAD51	RB_pS807S811	S6	S6_pS235S236	S6_pS240S244	SHC_pY317	SMAD1	SMAD3	SMAD4	SRC	SRC_pY416	SRC_pY527	STAT3_pY705	STAT5ALPHA	STATHMIN	SYK	TUBERIN	VEGFR2	XRCC1	YAP	YAP_pS127	YB1	YB1_pS102	X4EBP1_pT70	ARAF_pS299	ANNEXINVII	ARID1A	BRAF	BAD_pS112	BAP1C4	BRCA2	CD20	CYCLINE2	ETS1	EIF4G	FASN	FOXO3A_pS318S321	FOXM1	G6PD	GAPDH	GSK3_pS9	HEREGULIN	MYH11	MYOSINIIAPS1943	NRAS	NDRG1_pT346	P21	P27_pT198	P90RSK	PDCD4	PDK1	PEA15_pS116	PI3KP85	PKCPANBETAII_pS660	PRDX1	RAB11	RAB25	RAPTOR	RBM15	RICTOR	RICTOR_pT1135	SCD1	SF2	TAZ	TIGAR	TRANSGLUTAMINASE	TRFC	TSC1	TUBERIN_pT1462RV9029913	EPPK1	XBP1	ACETYLATUBULIN(LYS40)	P62LCKLIGAND	X1433BETA	X1433ZETA	ACVRL1	DIRAS3	ANNEXIN1	PREX1	ENY2	GCN5L2	ADAR1	JAB1	CMET	CASPASE8	ERCC1	MSH2	MSH6	PARPCLEAVED	RAB25	RB	SETD2	SMAC	SNAIL	AXL	MYOSINIIA	SLC1A5	GATA6	BRD4	CDC2_pY15	ARAF	BRAF_pS445	BCL2A1	BRD4	CABL	CASPASE3	CD26	CHK1_pS296	COG3	DUSP4	ERCC5	IGF1R_pY1135Y1136	IRF1	JAK2	P16INK4A	SHP2_pY542	PDL1
BA	-4.78E-04	-0.145120682	0.391508934	1.161950826	-1.081390634	-0.111206684	2.535169782	-0.076790239	2.551879371	1.802948364	-0.624198029	-1.551522683	1.300881372	0.705781758	-0.632000228	-0.318127209	-1.700861619	-0.098398426	-0.241819399	-0.08850456	-0.666509331	-0.727908888	0.782589507	0.185570116	-0.762275654	-0.350322706	-0.275532177	0.04063224	0.337132441	-1.532757014	-3.493232773	-0.044080933	-0.271984696	0.640564456	-0.176089749	-0.052517463	0.063710519	0.277911064	0.473914108	0.329502807	-1.1671577	0.991574938	-0.267902347	-0.464795514	-0.794232477	-0.082822005	1.023170772	-0.878689589	0.72288553	-0.55477826	5.953602961	0.098716259	-0.01932786	0.432841864	-0.085215549	-0.640811269	-2.02902261	0.612913707	-0.50617221	0.707902503	0.377443842	1.532059088	3.838735209	4.775235331	1.070532003	1.019967841	-1.815108259	0.109339515	2.464535925	0.322611819	0.059040945	-0.015480173	0.235788864	-1.742345494	-0.327893858	-0.115265091	-0.22179078	-0.381183677	-0.191054408	-0.194040203	-0.132334295	0.592857711	-0.807373858	0.157952349	-0.854005698	0.384081073	0.110807079	-0.078656658	-0.166338465	-0.345293437	-1.225892668	1.493588658	1.693533141	3.569227172	-0.093803057	-0.946860203	0.135029247	0.453014567	0.22264714	-1.015588086	0.106452985	-0.754249385	-0.527629242	-0.405493431	0.735240519	1.271033002	0.538563757	-0.553666747	0.11265346	1.223009101	0.271321592	2.192706877	2.669488601	1.021831526	0.037328506	-0.326986561	0.18816751	-1.158442962	1.926958712	0.436579175	-0.730141461	-1.103175097	-0.171752055	-1.227213108	0.667024541	-0.74080702	0	0.358592445	1.033182383	-0.100310695	-0.105776188	0.012219264	0.296020003	0.005979966	0.225844336	0.49246975	-0.245814653	0.399539386	-0.494245199	-0.26131095	-0.163903399	-1.294650192	0.882600206	2.258760223	-0.048465869	1.207427593	-0.009041737	-1.84528369	1.968501683	0.064006952	-1.854818334	0.078860425	0.151242222	0.672227561	-0.780566879	-0.194124429	0.220263056	-0.131209112	0.157419116	-0.968504779	-0.87245153	-0.952548863	-0.064133163	-0.3029608	0.621446184	-0.550825647	-0.044083913	0.1535859	1.05934927	0.265158415	0.06745737	-0.566789769	-0.793216487	-0.835745761	0.01730967	0.074983501	1.045948877	0.996981297	-0.210151572	-2.222990346	0.357883276	0.065434204	-0.458212084	-0.282810875	0.212752285	-1.47971358	2.459015796	0.441661035	0.720946142	-0.495328913	0.62049723	-0.272667439	-0.137257218	-0.406878546	0.66266819	0.370923207	0.389807912	-0.045466899	-0.41616271	-0.040755982	-0.579206215	-0.086785499	-0.427068935	-0.055014866	0.522233993	0.829530922	0.138686634	1.537878279	0.605589865	0.28269318	-0.260518853	0.139348644	0.143283331	0.186570367	-0.256336902	-0.379338894	0.287440926	2.144390544	-0.133721419	0.120663022	-0.216814694	-0.218406067	0.008795447	1.545615966	0.212831234
BB	-0.189865633	0.321401501	0.287448069	1.766058933	-0.411656634	-0.873813967	1.426875182	-0.102629064	-1.851732625	-1.915088548	-0.233906068	-0.68959174	-0.968173451	2.111703742	0.596929566	0.053975238	-0.736473602	-0.741262887	0.116562269	-0.0379125	-2.122618708	-0.71657009	-1.28718067	0.403228803	-0.955444605	-0.067642992	0.2927602	0.526232255	-0.03310751	-1.72851756	1.749975849	-0.452941349	0.945266295	0.578631657	-0.289016619	0.113470216	-0.679874598	-0.233765575	0.20458809	-1.531189024	-0.432609785	1.816726719	0.008127623	-0.455714175	-0.732343066	-0.093939277	-4.086584399	-0.931266787	0.076662992	1.725080624	0.309976148	-0.248009842	0.144211531	-2.172548991	-0.469127731	-0.566620303	-2.141851813	-0.217955442	0.521915149	-0.875182458	-0.050776185	0.179817695	-0.539071007	-0.143477386	-0.864628602	0.011359474	-1.998526249	-2.297413637	-0.582110228	1.472754756	-0.167194388	0.028556574	0.608200766	-1.400816815	-0.074580032	1.581149722	1.041112629	1.928706361	0.787864133	-0.255253287	-0.084150368	0.09917894	-1.099831066	0.868751129	-2.250198401	0.566175987	-0.358446483	-0.512267575	-0.215384068	0.311677245	0.128427729	2.054235565	0.072192482	1.220601745	0.119591951	2.107915603	1.378957384	0.62675848	-0.24259179	-0.216189602	0.633657415	1.401699065	1.250512656	-0.201031708	-0.454044565	0.190974116	0.164585071	-0.366115663	0.356253668	2.54306745	0.843428539	1.2617197	1.340340306	-0.056231204	-0.05115709	0.135397139	-0.193703103	-0.673962298	0.140051116	0.707646491	-0.713140628	-0.672578953	0	-4.380091903	0.671843668	0.910593388	-0.448068707	-0.026028101	0.218912298	0.017212748	0.249200772	0.207142216	-0.218247716	-0.348629176	0.080127857	-0.809704918	-0.40031794	0.743891903	-0.49863371	-0.143644485	0.199806429	0.005578383	1.095112066	1.217137098	-0.388461723	1.174408122	-0.290594675	-1.421565851	0.521598428	0.714130794	-2.08146296	0.632772611	0.017190257	-0.219085246	-0.13928495	-0.399805565	-0.578399663	0.630148358	-0.23044533	-1.16609313	-0.441390424	-0.238114141	-0.601959942	-0.54785031	-1.403554068	0.008046316	0.306999448	0.628519204	0.679977103	0.134168	0.030899315	0.180384123	-0.367221399	1.414153735	-0.10696076	0.264071763	-0.307358441	-3.809739042	0.051553164	-1.56466592	0.502291757	-0.345633422	-0.216107332	-0.307678632	-0.22033206	1.061093876	-1.321654134	0.27632042	0.172277092	-0.888221742	0.095831837	-0.133068491	-0.260479907	-0.400326177	0.527287357	0.377044917	0.016101947	-0.512919585	-0.090152746	-0.203120328	-0.458219282	-0.190391473	2.987893088	0.442468185	1.621262186	0.240312704	0.816706015	1.703864814	0.449823191	-0.810913576	0.151219639	0.743502677	-0.160085922	0.011812323	0.06262313	0.037949879	-0.105035684	3.644054869	0.107693507	0.24682427	0.219829321	0.125673333	-1.58285955	0.522085974	0.948045204
BC	-0.084892889	0.774333408	0.443134546	1.715108678	-0.182940104	-0.507762198	1.268519127	-0.148791506	-1.11426606	-1.655253541	-0.043442461	-0.464576262	-0.743631755	2.371796526	0.777534951	0.189660038	-0.693962652	-0.518187789	0.097161709	0.053328234	-2.018525919	-0.611600326	-0.855785924	0.651356173	-0.471216778	0.073641828	0.365332626	0.363037394	0.628781747	-1.252659579	2.074316249	-0.172095847	0.696968463	0.639405396	0.006119842	0.249837031	-0.77175225	0.008169985	0.18090856	-1.389031779	-0.699009396	1.846055758	0.121073918	-0.421472288	-0.522350487	0.048863292	-3.269606963	-0.823371272	0.086016364	1.660022492	0.568897604	0.032574182	0.484012608	-1.901697229	-0.365538295	-0.614143849	-1.941849817	0	0.270756876	-0.451882328	-0.087644783	-0.112152287	-0.058743405	-0.195310706	-0.652068177	0.078108609	-1.718394572	-1.950349927	-0.339672342	1.383223074	0.023896945	0.116093106	0.392295135	-1.40329519	-0.280663239	1.68970022	0.982161524	1.945979915	0.746033559	-0.169109534	-0.154862048	0.329614893	-0.919275799	0.83563464	-2.01701435	0.684840312	-0.122907695	-0.387816981	-0.187453557	0.317093026	0.190200463	1.972827572	0.295486659	1.44408181	0.12567879	2.56754779	1.337583041	0.134905395	0.01140607	-0.187318543	0.707090876	1.207887668	1.28065817	-0.116944879	-0.280815833	0.058827907	0.259164621	-0.405576488	0.070872905	2.385670009	1.05278702	1.191819059	1.200000061	0.148972941	0.11445423	-0.047719577	-0.158600388	-0.419659792	0.057986891	0.589995269	-0.639676952	-0.849418974	0.022906755	-4.185322214	0.727613286	0.9527787	-0.563829755	0.045354801	-0.056586344	0.118617195	0.390879391	0.200773385	-0.341784513	-0.134820102	0.268328631	-0.773340411	-0.265287802	0.736974344	-0.344598055	-0.271948453	0.069665632	-0.373518429	1.016781737	1.125551234	-0.353925979	1.335176979	-0.275657881	-2.155884537	0.444083875	0.693430951	-2.004195279	0.363701743	-0.013802583	0.076522394	-0.121087134	-0.239040887	-0.291904677	0.284053846	-0.088358662	-0.948401562	-0.217414805	-0.0873242	-0.797192048	-0.356077679	-1.633157778	-0.021184033	0.261691895	0.850483519	0.702533976	0.128135529	-0.007933536	0.30348856	-0.366505389	1.323727838	-0.079572052	0.369046661	-0.193470756	-3.642983542	-0.517055085	-1.216607639	0.654578085	-0.009124409	-0.102709796	-0.244208827	-0.287033232	0.937043855	-0.88695232	-0.237622382	0.362758824	-0.400759361	-0.061532621	-0.252178575	-0.214960007	-0.481294314	0.766650558	0.575378246	0.25941069	-0.509893462	-0.073875095	-0.122268065	-0.389868616	-0.224957041	2.865342718	0.137748901	0.913681948	0.450955553	0.612265612	1.750928584	0.437656527	-0.566968885	-0.174711699	0.747570044	-0.075361081	0.136323604	-0.129426804	0.043551893	-0.028860527	3.645354826	-0.216970557	0.282882563	0.207175543	-0.133410162	-1.287324386	0.448451898	0.846367737
BD	-0.180881303	0.445931583	0.861687831	1.862480719	-0.412289091	-0.931534732	1.112148035	-0.166708556	1.75843645	1.194556391	-0.270835219	-0.924911127	-0.814565277	2.070933659	0.381989319	-0.074199609	-0.852283384	-0.529154634	0.066827458	0.08188358	-2.137975432	-0.815974907	-1.121951987	0.67421627	-0.76367001	-0.124773704	-0.033405546	0.219747404	0.078395901	-1.569670408	1.955293895	-0.168971301	0.847696947	0.61176799	-0.073191876	0.112421601	-0.702959563	-0.126192017	0.092654099	-1.49508925	-0.359306432	1.683478937	0.01663902	-0.404340855	-0.748052435	-0.145892512	-3.963633783	-0.873886617	0.060130878	1.67134755	0.352413536	-0.291663696	0.129039796	-2.095566723	-0.520770639	-0.6052601	-1.858535502	-0.184165976	0.409608228	-0.823780039	-0.185057267	0.737791582	-0.514110514	-0.201246619	-0.749789419	0.133699851	-1.862869321	-1.896237769	-0.496699826	1.372465529	-0.111312944	-0.019036918	0.533234119	-1.449384542	-0.190503396	1.410694834	0.897160837	1.848787765	0.797619496	-0.180477934	-0.093155001	0.378965597	-0.948764367	0.847718576	-2.200176616	0.657191571	-0.1551133	-0.376351762	-0.009191439	0.267613082	-0.55833383	2.118920288	-0.035505192	2.205899296	0.163821611	2.156400725	1.17366775	0.562142376	-0.253941945	-0.320989826	0.557563963	1.273655348	1.201970345	-0.120074219	-0.334194482	0.79603278	0.135527916	-0.521774472	0.415100698	2.274748798	0.702679775	1.994854764	2.015680855	0.129518277	-0.10286053	0.049906037	-0.055329671	-0.521972507	0.207646765	0.618968962	-0.626557645	-0.828255099	0.011341638	-4.003830874	0.477531489	0.950507339	-0.448002554	-0.027256696	0.34508943	-0.009036602	0.144400806	0.216542102	0.010869548	-0.188140819	0.223837816	-0.846253875	-0.318442687	0.684649573	-0.37434468	-0.17689227	0.058426492	-0.241651317	1.06645637	1.069091723	-0.139166999	1.071348801	-0.190864504	-1.600121828	1.241703124	0.770599787	-1.958815082	0.674288265	0.087082705	1.165749986	-0.074414097	-0.306628482	-0.439961421	0.905034701	-0.153651163	-0.944422571	-0.443656843	-0.308727763	-0.409304062	-0.401266922	-1.249321549	-0.083547843	0.253408752	0.544927925	1.210285335	0.24107711	0.100944887	0.091984898	-0.44957042	1.132936127	-0.308238637	0.215979141	0.785410205	-3.351052417	0.10076949	-1.585912015	0.554279286	-0.151343991	-0.268377803	-0.211489654	0.027807304	0.827154791	-1.244084553	-0.094655412	0.144924424	-0.792169942	0.357330539	-0.065002682	-0.273780509	-0.326416374	0.531707256	0.35506599	0.059584193	-0.478155241	-0.128776233	0.01385935	-0.592289836	-0.052729063	2.83781183	0.424021476	1.319373476	0.483891656	0.654887506	1.760203134	0.374704207	-0.650656596	0.030141535	0.474589582	-0.116098081	0.173754378	-0.016012874	0.036869778	0	3.46206334	-0.545447307	0.620765795	0.201465864	0.027576647	-1.074702044	0.590816755	0.884306055
BE	-0.174530126	0.590603237	0.727527869	1.713786439	-0.292260208	-0.793255108	1.182641737	-0.032306214	1.831546782	1.713265845	0.007190154	-0.756121563	-0.767023153	2.32409799	0.520197526	0.047440018	-0.753723079	-0.607299723	0.074504848	0.008076307	-2.040940559	-0.603988796	-0.969061603	0.832153181	-0.457766245	0.04677172	0.154917274	0.201350969	0.715987162	-1.471776072	1.935538209	-0.32924582	0.731391152	0.510879515	0.020015361	0.174231798	-0.84409741	0.065332646	0.096133124	-1.503722714	-0.601079887	1.781583598	0.002595715	-0.407165383	-0.597307421	0.058427682	-3.186508029	-0.818545624	0.121089326	1.66716589	0.470535453	-0.105364949	0.22764549	-1.850413338	-0.498324596	-0.589956167	-1.977312185	0.060773156	0.179257393	-0.588721728	-0.177256953	0.649660332	-0.076097099	-0.135020971	-0.613931645	0.074723052	-1.697258944	-1.875466951	-0.278420294	1.458524674	0.133807313	0.183709731	0.300801888	-1.201937076	-0.322250597	1.674251265	1.054007815	2.073281539	0.806902965	-0.146712109	0.023820584	0.61522991	-0.986937836	0.936307445	-2.007882024	0.603684611	-0.196526516	-0.52433427	-0.162561549	0.298342188	-0.603926009	1.951499474	0.291944055	2.535950573	0.121613586	2.735243635	1.379154188	0.033495034	0.131251714	-0.231690319	0.695979745	1.265417877	1.305686715	-0.058704483	-0.316327447	0.700076961	0.192769794	-0.497181161	0.04231358	2.313307642	0.956928821	2.142076923	2.085149319	0	0.060385936	-0.121112342	-0.113435444	-0.367881229	0.20353291	0.594587916	-0.6223629	-0.882439815	0.005000648	-4.18422176	0.550089906	1.002583975	-0.599417279	-0.016143744	0.381394092	-0.054988367	0.403844323	0.252018015	-0.431320374	-0.143283066	0.247851686	-0.680794051	-0.217551695	0.723123668	-0.397454912	-0.511302984	-0.098283499	-0.40103522	1.005688178	1.133792216	-0.28838203	1.277441874	-0.287874549	-2.133017937	1.179802653	0.649250075	-2.158950119	0.224396258	-0.124668089	1.232818009	-0.193093262	-0.311876421	-0.343791619	0.568757956	-0.009052317	-0.973840453	-0.211404805	-0.06197605	-1.019250794	-0.374119279	-1.874188677	-0.080981792	0.157159711	0.775711998	1.40203142	0.055543199	-0.103787727	0.294545564	-0.333105068	1.209003828	-0.085360468	0.432296166	0.789501726	-2.657762757	-0.544955194	-1.575567033	0.66403131	-0.154857079	-0.315582975	-0.272272821	-0.243814321	0.639565788	-0.9657631	-0.746666291	0.247709327	-0.42271233	-0.081788881	-0.073834964	-0.19582192	-0.487952951	0.832406593	0.56428256	0.144711246	-0.500928239	-0.065253004	-0.200497605	-0.509062607	-0.231096737	2.635955867	0.129693989	0.582143207	0.458228875	0.212573076	1.79312797	0.395982714	-0.574653491	-0.347778795	0.456889237	-0.130708714	-0.034468817	-0.251699641	-0.106120727	-0.067426102	3.578541172	-0.219265611	0.571962207	0.092794862	-0.373889628	-1.200019949	0.290087788	0.752584536
BF	-0.332508091	0.16038682	0.978514437	1.464106981	-1.245232255	-1.339366176	0.094523202	-0.454266174	1.732916841	1.130441308	-0.763278077	-1.287861015	-1.294931106	1.898632568	-1.192049281	-0.242368	-0.907724167	-0.982950521	-0.802310225	-0.114056004	-0.625869388	-0.770507363	-0.317709144	0.070895415	-0.855717931	-0.144923943	-0.215108875	0.15578684	0.115762966	-1.700975387	-3.172378553	-0.216427995	-0.593126487	0.11186429	0.064793367	0.059975288	0.360273928	0.658092517	0.100947479	2.008306821	-0.113261665	1.201127684	-0.524747004	-0.012143486	-0.831032289	-0.156470737	0.22407432	-1.029537158	-0.690891584	4.028167263	3.47726736	1.013265091	-0.08316637	-1.942161885	-0.599581021	-0.553787365	-2.312481106	0.205333217	1.342924717	-0.12792564	-0.029297258	1.352255996	-2.152818298	1.533245295	-0.038602775	0	-1.992793521	-1.083760502	0.626461312	-0.005412627	-0.199786975	0.030560417	0.425990961	-1.595936046	-0.099083855	1.326196969	0.45811645	0.42063157	0.184624192	-0.347247603	-0.059667607	0.35978182	-1.237128149	2.218698437	-0.995796319	0.193635036	0.048623278	-0.743447006	-0.243548778	-0.168480841	-0.625868227	2.010616791	-0.32233597	1.730345257	0.430029685	-1.309102043	0.136869597	1.282428545	-0.542309222	-0.942585105	-0.028977902	-0.638020633	-0.751176393	-0.523627725	-0.503460906	1.177411455	-1.850887872	-0.746885484	0.178933909	0.385523261	0.973851941	2.745572013	3.043727454	0.562882991	0.144608911	-0.184997696	-0.473408264	-0.424829318	1.284259145	1.750473972	-0.253861259	-0.398161731	0.694622495	-0.594493566	-0.156189655	0.166585828	0.208361054	0.400231839	1.219539438	0.163370918	0.08361474	0.319749731	0.196893054	-0.322605002	0.336462697	0.174454386	-0.080566567	0.777760327	-0.505376426	-0.077768697	0.262528	-0.581173812	0.77329189	2.395600987	0.191074834	0.82382613	0.45947051	-0.774972856	1.463884743	-0.192207348	-2.181555913	0.547258581	0.081178268	-0.325429763	-0.382346902	-0.395739975	0.441491444	0.558677261	-0.398242987	-1.043929739	-1.015761333	0.205346806	-0.113440731	-0.375244616	0.411120673	-0.180592876	0.478755724	0.375391025	1.058656526	1.00974968	0.116005588	-0.150503834	-0.778870442	-0.908815842	-0.279860254	0.060694009	0.321824768	1.052141788	0.462778382	-0.211132583	0.736348961	-0.393868501	-0.547447507	-0.260156218	-0.20825925	0.344314875	-0.972304963	0.106378678	0.806847296	-1.055841443	0.204275082	-0.219680837	-0.02532717	-0.478902396	0.63843938	0.846479686	-0.087092356	-0.160415401	-0.598999199	-0.167024386	-1.149316405	-0.038193045	-1.183611666	0.178795482	1.853145146	0.124895055	0.763315772	1.600609538	0.270677623	0.340076043	-0.119879504	0.874826107	0.011762012	0.153692082	-0.038078495	0.289139504	0.297807717	0.872480774	0.355187318	0.087047496	0.173643028	0.269735826	1.774040515	1.2770017	-0.16787664
BG	-0.220588576	0.511294133	1.262528331	1.795679241	-0.757001468	-0.871796532	0.397830539	-0.582450456	1.849939906	1.469015979	-0.445189572	-1.032027751	-0.913560718	2.101266397	-0.860653004	-0.055706316	-0.699616631	-0.46848033	-0.629675025	-0.093434341	-0.243390831	-0.630821443	-0.035621696	0.360120176	-0.415317762	-0.001907611	-0.101156296	0.120690619	1.189286907	-1.216532145	-1.911710145	-0.023886597	-0.404567166	0.591046562	0.356994382	0.323542534	0.144957609	0.864675898	0.06458566	2.037603627	-0.147447646	1.449062263	-0.091146328	0.077470649	-0.552971829	0.319999933	0.521778921	-0.746590502	-0.46411696	4.356385375	3.610874982	1.017675153	0.416011912	-1.537684701	-0.361855216	-0.570295415	-2.128468425	0.287514685	1.192051372	0.246268998	0.029306044	1.515698248	-1.439794859	1.757502585	0.287472629	0.209005051	-1.699726391	-0.978846109	0.878712794	0.233538708	-0.072169934	0.135347353	0.566640983	-1.360418115	-0.431842277	1.565831416	0.546556351	0.426196114	0.168834631	-0.153512027	-0.026154654	0.618898465	-0.974808308	2.42314895	-0.718454992	0.320730007	0.140048023	-0.548470557	-0.222754235	-0.071539185	-0.465311511	1.915687362	-0.09931168	1.9547908	0.493235612	-1.22234729	0.282409968	0.58189672	-0.31510061	-0.792874654	0.049109821	-0.609272066	-0.313303905	-0.382659737	-0.309119446	1.208763572	-1.742022163	-0.61536968	-0.085069941	0.461146296	1.170986908	2.784244498	2.854494639	0.550222457	0.072136436	-0.3299896	-0.260096099	-0.272134466	1.316735281	1.610721624	-0.178716805	-0.396363809	0.58686896	-0.678810127	0.088354299	0.532744818	0.133103925	0.568770581	1.087595517	0.175519528	0.29090878	0.38598065	-0.030477176	-0.07284501	0.580203815	0.416399008	-0.002758549	0.648484202	-0.269298108	-0.386247692	0.145078295	-1.124506059	0.781920646	2.310608657	-0.012830262	1.15382298	0.312473039	-1.793053003	1.582219975	-0.08610526	-2.257217559	0.13010348	-0.042861941	0.088947742	-0.265403594	-0.263394238	0.712304905	0.350794394	-0.202388569	-0.88422559	-0.591728588	0.387744934	-0.727696719	-0.365178761	0.31486421	-0.138223592	0.517588068	0.64441663	1.200160947	0.89312319	-0.004129457	0.130073391	-0.731775656	-1.044810532	-0.114874646	0.490024972	0.470535085	1.055107287	-0.424696276	-0.316101318	0.87887012	-0.042756949	-0.176158319	-0.293364341	-0.248325825	0.387985445	-0.57204718	-0.814912144	0.858215195	-0.44740264	-0.042564874	-0.23950891	-0.127809414	-0.475474115	1.194648536	1.167858326	0.147291118	-0.13840447	-0.612871197	-0.032735546	-0.805873698	-0.112584623	-0.963259232	0.157611157	1.216834849	0.221902581	0.803658837	1.519759828	0.380590711	0.478847991	-0.619777445	0.576820768	-0.119554551	0.100412951	-0.32460766	-0.041022955	0.27726201	0.797420131	0.55850255	-0.032313775	0	-0.197644234	1.313969047	1.230082595	-0.039660724
BH	-0.248476305	-0.007546305	1.105762305	1.541405814	-1.109445558	-0.902759384	0.17594764	-0.574749477	2.885801538	2.237324904	-0.802009187	-1.357936271	-1.054855031	1.682932119	-1.182050815	-0.048761754	-0.994834898	-0.563666213	-0.762341934	-0.229234847	-0.653505494	-0.917537335	-0.325393992	0.394454342	-0.891591391	-0.202489883	0.10614046	-0.058423876	0.483347603	-1.720005465	-3.164600381	-0.26529512	-0.631139401	0.844259592	-0.008489324	0.039749954	0.137955907	0.317782486	0.060859913	1.712665024	0.009606843	1.161685474	-0.416740264	-0.114264009	-0.832073855	-0.168978173	0.269686989	-1.116877062	-0.610768413	4.078148088	5.85174453	3.181084507	-0.053950001	-1.940257026	-0.476361183	-0.717674627	-2.426510119	0.156848366	0.88220864	-0.11330626	-0.144144767	1.410502578	-2.150275519	4.037018521	-0.129489728	0.288388422	-1.922416665	-1.262449805	0.523859313	-0.050988697	0.435908473	-0.21951461	0.26815947	-1.603339678	-0.32334535	1.881535928	0.338224015	1.063602981	0.106273786	-0.373479035	-0.133798856	0.467029494	-1.15229815	2.349729038	-0.966290308	0.200825581	0.019425064	-0.782947479	-0.267809741	-0.275155728	-0.230513507	1.819459514	-0.452939265	2.358895058	1.387697161	-1.315032148	-0.100085449	0.95031977	-0.612373015	-1.086903066	-0.084935985	-0.65745757	-0.702778491	-0.289381187	-0.419124944	1.157556528	-1.767217879	-0.745918495	0.034447725	0.857741809	0.814790249	3.443138131	3.570671854	1.104107484	0	-0.187429926	-0.417060733	-0.549404407	3.045794324	1.682911905	0.520256129	-0.622780412	0.501739398	-0.948216785	-0.222726945	0.132201	0.08755823	0.40866409	1.271530866	-0.03970232	0.806916372	0.487386906	0.238811726	-0.327682914	0.216828758	0.070793514	0.170832394	0.625878051	-0.473067437	-0.272875254	0.121460871	-0.955904717	0.74017957	2.308717838	0.197066996	0.800557278	0.30787026	-1.763138932	1.438523193	-0.153795476	-2.234161999	0.348696842	0.012258546	0.024987806	-0.449247184	-0.246955358	0.413665579	1.084886504	-0.361987687	-1.123857552	-1.041530677	0.948345759	-0.383232021	-0.442719521	0.320209437	-0.242729786	0.359608154	0.248863849	1.379323086	0.858015343	0.070240166	-0.175335654	-0.827112645	-1.045774103	-0.554066388	0.015284007	0.473373172	0.916978026	0.144969304	-0.40064806	0.532142058	-0.257801915	-0.557944955	-0.304998116	-0.159667551	0.071388042	-1.207627929	0.016380952	0.58107888	-0.941489714	0.197304927	-0.165690739	-0.332878903	-0.554836016	0.795597889	0.683519558	0.020518022	-0.214673118	-0.668258679	-0.220695526	-1.173459897	-0.081607931	-1.208510645	0.285700991	1.451539203	0.169308097	0.584944115	1.573107598	0.288864809	0.325833813	0.061844547	0.55690588	-0.075809437	0.12902607	-0.072931206	-0.010231045	0.301383648	0.494552222	0.212655598	0.113427595	0.073635876	0.108583443	1.05398288	2.408739957	-0.127598703
