	X1433BETA	X1433EPSILON	X1433ZETA	X4EBP1	X4EBP1_pS65	X4EBP1_pT37T46	X4EBP1_pT70	X53BP1	ARAF_pS299	ACC_pS79	ACC1	ACETYLATUBULIN(LYS40)	ACVRL1	ADAR1	AKT	AKT_pS473	AKT_pT308	ALPHACATENIN	AMPKALPHA	AMPKALPHA_pT172	ANNEXIN1	ANNEXINVII	AR	DIRAS3	ASNS	ATM	BRAF	BAD_pS112	BAK	BAP1C4	BAX	BCL2	BCLXL	BECLIN	BETACATENIN	BID	BIM	BRCA2	CJUN_pS73	CKIT	CMET	CMET_pY1235	CMYC	CRAF	CRAF_pS338	CASPASE7CLEAVEDD198	CASPASE8	CAVEOLIN1	CD20	CD31	CD49B	CDK1	CHK1	CHK1_pS345	CHK2	CHK2_pT68	CIAP	CLAUDIN7	COLLAGENVI	CYCLINB1	CYCLIND1	CYCLINE1	CYCLINE2	DJ1	DVL3	ECADHERIN	EEF2	EEF2K	EGFR	EGFR_pY1068	EGFR_pY1173	EIF4E	EIF4G	ERALPHA	ERALPHA_pS118	ERCC1	ERK2	ETS1	FASN	FIBRONECTIN	FOXM1	FOXO3A	FOXO3A_pS318S321	G6PD	GAB2	GAPDH	GATA3	GSK3ALPHABETA	GSK3ALPHABETA_pS21S9	GSK3_pS9	HER2	HER2_pY1248	HER3	HER3_pY1289	HEREGULIN	HSP70	IGFBP2	INPP4B	IRS1	JNK_pT183PT185	JNK2	KU80	LCK	LKB1	MAPK_pT202Y204	MEK1	MEK1_pS217S221	MIG6	MRE11	MSH2	MSH6	MTOR	MTOR_pS2448	MYH11	MYOSINIIAPS1943	NCADHERIN	NRAS	NDRG1_pT346	NFKBP65_pS536	NF2	NOTCH1	PCADHERIN	P21	P27	P27_pT157	P27_pT198	P38	P38_pT180Y182	P53	P62LCKLIGAND	P70S6K1	P70S6K_pT389	P90RSK	P90RSK_pT359S363	PAI1	PARPCLEAVED	PAXILLIN	PCNA	PDCD4	PDK1	PDK1_pS241	PEA15	PEA15_pS116	PI3KP110ALPHA	PI3KP85	PKCALPHA	PKCALPHA_pS657	PKCDELTA_pS664	PKCPANBETAII_pS660	PR	PRAS40_pT246	PRDX1	PREX1	PTEN	RAB11	RAB25	RAB25	RAD50	RAD51	RAPTOR	RB	RB_pS807S811	RBM15	RICTOR	RICTOR_pT1135	S6	S6_pS235S236	S6_pS240S244	SCD1	SETD2	SF2	SHC_pY317	SMAC	SMAD1	SMAD3	SMAD4	SNAIL	SRC	SRC_pY416	SRC_pY527	STAT3_pY705	STAT5ALPHA	STATHMIN	SYK	TAZ	TIGAR	TRANSGLUTAMINASE	TFRC	TSC1	TTF1	TUBERIN	TUBERIN_pT1462	VEGFR2	EPPK1	XBP1	XRCC1	YAP	YAP_pS127	YB1	YB1_pS102	CASPASE3	CASPASE9	PARP1	JAB1	ARAF	ARID1A	BRAF_pS445	BCL2A1	BRD4	CABL	CASPASE3	CD26	CHK1_pS296	COG3	DUSP4	ERCC5	IGF1R_pY1135Y1136	IRF1	JAK2	P16INK4A	SHP2_pY542	CDC2_pY15	PDL1
AA	-0.329668947	-0.295009473	0.123630686	1.051064418	0.666138558	1.676800274	0.025618821	0.261002251	-0.374541002	-0.468861128	1.522919237	-0.380255723	-0.614907717	-0.36557294	0.37113529	-1.889961936	-1.317053172	-0.518008778	-0.244656445	-0.523736346	0.747090985	-0.428413355	-0.682104609	-0.194396858	2.329824641	0.363307134	-0.255983584	-0.083920754	-0.334165772	1.087865828	-0.230830449	-0.681302202	0.460153989	-0.027342295	-1.447489034	-0.726392138	-1.206908475	-0.213291909	0.623043132	-0.949272757	-0.242839724	-0.202050532	0.076883488	0.271988623	-0.026528562	-1.171992715	-0.146163075	2.071904685	-0.347006358	-0.308289667	0.845154842	0.531247251	1.487504002	0.480072149	-0.387157888	-0.25132261	0.286459551	-1.502267562	-0.721452851	2.59333802	-0.950874076	0.489463434	0.201767706	-0.494442937	0.206581174	-3.002154174	0.071427644	0.429112702	1.696829817	0.429769732	-0.40769433	0.62507725	1.72088456	-1.489719315	-0.457677503	0.549428618	-0.178376199	-0.095826571	1.863523164	-2.868407806	1.876710682	-0.238993842	-0.766235257	-0.062630418	0.570563752	0.155752709	-0.036954916	0.275321378	0.198987651	1.022054112	-0.028339117	-0.189820765	-0.836177422	-0.113237192	0.585986277	-1.458319278	-2.426985634	0.027439834	1.002820467	-0.220294749	0.246967528	0.560340247	-1.36936675	-0.312984101	1.070597109	0.986421297	0.568436944	0	-0.391010008	0.973733142	1.289591442	0.317477667	0.340198316	-2.681993186	1.08876376	-0.959282211	-0.189249	-0.4068191	-0.00158418	-1.901986207	0.827708242	-0.802494621	-1.276465338	-0.365011584	-0.160773163	-0.433126431	0.64664355	0.26595708	1.414868883	1.024770674	0.524550912	1.042859574	-0.306761429	-0.048266278	2.101738139	-0.149626689	1.523236129	0.760653095	0.636667559	-0.155510574	0.078618617	-0.252840519	-0.270117229	0.56880586	-0.080704274	0.914361337	1.618529189	-0.055789664	0.251439483	-0.372987181	0.517297278	-0.591610928	-0.776413583	0.368735495	-0.736578439	-0.455310891	-0.972484305	-0.215949542	-0.811054889	-0.043649135	-0.318478006	2.980883375	1.037044958	0.792788123	0.327620358	0.884786434	1.625905412	1.520867797	0.134928112	-0.338766261	0.857995879	0.457635069	0.299863909	0.002113081	0.019644695	-0.287049904	-0.293264155	-0.570008514	0.186338492	0.829146499	-0.646728433	-0.267456837	-0.325498932	-2.924539414	0.068943282	-0.323942755	0.858673534	1.316791525	0.251074134	-0.106740078	0.688582017	-0.504047099	1.227722736	-1.540755881	-0.130401235	-0.212069044	-0.008674055	0.002488143	0.452643	0.181333723	0.592059863	-0.156584537	0.725216529	0.261719976	0.318402664	0.843087513	-0.611127192	-0.269792404	1.112071344	-0.237780395	0.152020977	0.165538631	-0.180379933	0.208492081	4.053407823	0.442292773	0.21632176	0.360229736	0.235489261	-0.896666373	0.510896288	1.978361897	0.519361661
AB	-0.327332418	-0.36543769	-0.145727302	1.029225949	0.775161416	1.737112412	0.134320353	0.356555485	-0.539713932	-0.402061562	1.734319412	-0.502743787	-0.617115581	-0.277079524	0.452195572	-1.657022303	-1.139147689	-0.578565824	-0.040385986	-0.338343598	0.627753845	-0.430403549	-0.629825971	0.090926316	2.471505436	0.503006839	-0.326620311	0.040810633	-0.373353032	1.230394857	-0.191269456	-0.775986957	0.331854619	0.031317871	-1.470166562	-0.59118337	-1.05371163	-0.203330531	0.800571856	-0.940353736	-0.248029623	-0.183984437	0.161279063	0.291051639	0.028922935	-1.124955585	-0.173578846	2.152743364	-0.322487832	-0.577116974	0.577331674	0.401702859	1.590788305	0.443953903	-0.51542145	-0.379954241	0.298295894	-1.471465053	-0.746355954	2.733833036	-0.861719492	0.497819684	0.255103232	-0.494579366	0.259810032	-2.975400817	-0.154414944	0.427720081	1.775329393	0.606199944	-0.294308916	0.550477628	1.63978669	-1.532980537	-0.384053051	0.516647302	-0.167601535	-0.157911571	1.868321076	-2.893704994	1.838543249	-0.349509079	-0.636716909	-0.367089157	0.650931556	-0.356557593	-0.091472596	0.178183734	0.264381662	1.029683662	0.155886022	-0.101170262	-0.866063512	-0.102771712	0.494299309	-1.527580178	-2.231345636	-0.075205932	1.050602679	-0.084336727	0.243367408	0.587577212	-1.241277373	-0.337371441	1.20559946	1.121777425	0.601346371	0.040839548	-0.35266792	1.103747659	1.404944325	0.342027112	0.379504046	-2.594271069	0.602010707	-1.048414204	-0.141135981	-0.541818716	0.019893176	-2.006541731	0.949678088	-0.930332635	-1.235416086	-0.378576712	-0.137472063	-0.370838282	0.608300063	0.375045138	1.346962809	1.165713338	0.607448094	1.170471344	-0.275395932	-0.072771456	2.364270045	-0.140786401	1.682714064	0.48968605	0.722725471	0	0.075139645	-0.158108762	-0.12001627	0.599784238	-0.109385321	0.894928161	1.772398545	-0.007812932	0.265614617	-0.414197103	0.463151383	-0.751148931	-1.124894734	0.336720572	-0.716498768	-0.466550107	-0.957385345	-0.295612462	-1.05348482	-0.012087533	-0.291236798	3.194858035	1.203726957	0.729793255	0.380917126	1.026964006	1.585975784	1.428576837	-1.93E-05	-0.439282136	0.950787672	0.389568802	0.101136763	-0.002294489	-0.013871219	-0.326869349	-0.203375852	-0.349071404	0.316854005	0.705713388	-0.58800021	-0.413877198	-0.30978234	-2.85914238	0.115200189	-0.420992669	0.851564484	1.510736273	0.401333511	-0.095567957	0.822215261	-0.517927576	1.25699782	-1.58574606	-0.38011158	-0.236486451	-0.045531215	0.131429896	0.567556062	0.377709635	0.863059266	-0.018564596	1.599561541	0.115133008	0.355290046	0.732884449	-0.553246179	-0.487890692	1.363922973	-0.041068061	0.180063779	0.032075025	-0.052224652	-0.038649972	4.055274967	0.220254012	0.105332724	0.159351676	0.180864748	-0.69004342	0.431307728	2.112527197	0.432761076
AC	-0.406082896	-0.446038835	0.111523761	1.062671405	1.131740557	2.022005795	0.083091121	0.168984368	-0.556536884	-0.695179018	1.49362259	-0.489669903	-0.83986615	-0.44368392	0.488032379	2.229968291	1.631665988	-0.634643359	0.02467392	-0.757971716	0.702845297	-0.593749197	-0.783479131	-0.14660822	2.362636234	0.527891876	-0.352741281	0.117328287	-0.488014865	1.123037556	-0.215713523	-0.866764957	0.460220101	-0.064437861	-1.40955799	-0.634969836	-1.30617877	-0.280912026	0.752146699	-1.08216557	-0.487854165	-0.347802445	0.47879476	0.242888597	-0.065477251	-0.997891188	-0.228782016	2.054136768	-0.555790199	-0.353223693	0.780431585	0.598936468	1.478103474	0.314445705	-0.440721462	-0.424817185	0.165337648	-1.467470501	-0.726308791	2.765660562	-1.083670116	0.374866904	0.145493927	-0.608504087	0.028807412	-3.448460327	-0.009237177	0.243988286	1.775941324	0.118743352	-0.431922467	0.735772148	1.642038282	-1.733807523	-0.698987385	0.535465352	-0.236621048	-0.097146768	1.776835079	-3.178728226	1.766816656	-0.311787337	-0.868140822	-0.40587975	0.354759771	0.06290152	-0.239670589	0.138305619	0.886798039	1.554698703	-0.093052036	-0.389564441	-0.970710192	0.048494556	0.454897245	-1.638381714	-2.277317146	-0.165931219	0.823585713	-0.374189792	0.114851987	0.553465391	-1.45203884	-0.289116645	0.84726115	0.987285492	0.557335459	-0.091336119	-0.503793718	0.826725725	1.341204218	0.246619164	0.593169464	-3.015392963	0.672346397	-1.100553548	-0.164624918	1.076827269	-0.081921942	-2.212490715	0.755099016	-0.941114803	-1.099205142	-0.387034564	-0.247144892	-0.300858357	0.471804987	-0.512130145	1.221585074	1.227067845	0.439140633	2.074980459	-0.328041926	-0.091208103	2.174249807	-0.226746573	1.43747555	0.689280918	1.076804393	-0.128231621	0.04749947	-0.252204397	-0.235683381	0.50374196	-0.13450346	0.799319325	1.605562347	-0.052326915	0.157744385	-0.474366401	1.205135585	-0.715864114	-0.806175959	0.31627781	-0.840854816	-0.450038169	-1.15243374	-0.217022822	-1.157548302	-0.047029396	-0.240372822	3.186197048	0.963346945	0.569694105	0.911331787	0.903501745	2.598063725	2.439251323	0.046278485	-0.403225553	0.730059355	0.344543394	0.434809309	-0.118355915	-0.117552818	-0.461483563	-0.391508247	-0.593712649	0.096619378	0.668860424	-0.905207892	-0.209826669	-0.325435378	-3.082433918	0.031527693	-0.238608222	0.613545709	1.233506188	0.250963479	-0.170805107	0.751647654	0.093207479	1.055164873	-1.703983361	-0.563403734	-0.379207803	-0.084636931	0.266180401	0.535774044	0.077944867	0.62877032	-0.182003601	0.926946603	0.027650352	0.261478414	0.77149266	-0.662146156	-0.159749785	1.177100101	-0.283396036	-0.013901479	0	-0.199220726	0.130876154	4.233861502	0.2518238	0.3408752	0.279448338	0.13519724	-0.6574507	0.126559611	2.010391023	0.48469767
AD	-0.370521242	-0.2902894	-0.101265575	0.964255912	1.123114216	1.839710678	0.19324627	0.196540268	-0.665490258	-0.603180383	1.400122325	-0.745096943	-0.884880178	-0.393951026	0.460501819	2.357902766	1.590216037	-0.631400889	-0.008682737	-0.859959784	0.631553547	-0.562591441	-0.662577691	-0.02774409	2.547040023	0.383832599	-0.359164397	0.110014268	-0.491754738	1.151291266	-0.047166073	-0.715718576	0.251059587	-0.043181166	-1.423061973	-0.648189501	-1.072274677	-0.209410601	0.992924377	-0.94958415	-0.378768052	-0.240824302	0.574794072	0.245957384	0.157421777	-0.933164395	-0.24244022	1.814067358	-0.456660538	-0.613732446	0.565519019	0.507327636	1.579404183	0.351337602	-0.641712513	-0.583385024	0.209557711	-1.486093119	-1.002210126	2.742986084	-0.930111811	0.314385755	0.263171793	-0.525644085	0.035731849	-2.611630915	-0.126835485	0.458065627	1.796384469	0.291906037	-0.305310864	0.591337592	1.436208866	-1.704992453	-0.524774498	0.430125596	-0.172610283	-0.17628759	1.62419195	-3.176607461	1.798881828	-0.382149384	-0.69358032	-0.54279278	0.446950284	-0.555082527	-0.118678287	0.115097011	0.871387148	1.566308922	0.078478985	-0.256662658	-0.935677156	0.070538316	0.409855835	-1.632375584	-2.261522137	-0.135829602	0.899347346	-0.237124978	0.206869398	0.571372143	-1.367225595	-0.417177803	0.934550097	1.129603824	0.507393362	-0.061641521	-0.396390623	0.981198063	1.264998022	0.159846735	0.585795655	-2.790905681	0.15856968	-1.022742291	-0.194680045	0.997645939	0.029369501	-2.16073051	0.795556966	-1.08020995	-1.224963415	-0.514397313	-0.224580916	-0.191554975	0.500000168	-0.399273391	1.301991881	1.248318358	0.397968897	2.126901324	-0.269619702	-0.084461942	2.381979131	-0.196639559	1.481172527	0.47550228	1.093935198	0	0.014502317	-0.280831802	-0.040211675	0.553360175	-0.138020476	0.878155217	1.562045499	-0.098680103	0.098648477	-0.440338278	1.066361722	-0.787431515	-1.064982453	0.272797101	-0.845882036	-0.525593578	-1.006354253	-0.269681377	-1.365378198	-0.024849694	-0.159575537	3.259304221	1.048948107	0.609236682	0.990763745	1.10429219	2.613290772	2.223858003	-0.043687857	-0.402035877	0.838243367	0.233108163	0.028723987	0.039840265	-0.049827677	-0.364165402	-0.332447136	-0.378341766	0.194560679	0.600953599	-0.789073622	-0.429850333	-0.179221235	-2.920234803	0.084881237	-0.336992469	0.715651023	1.345983065	0.271452124	-0.103324106	0.68017218	0.090581276	0.877967162	-1.551755658	-0.461023364	-0.352900996	-0.041687604	0.403200984	0.566472691	0.219962212	0.889282742	-0.094315626	0.947382052	-0.054275682	0.256714326	0.595118796	-0.656640328	-0.33480542	1.170310039	-0.031055574	0.150393418	-0.153569208	-0.017273178	-0.072925636	3.929970881	0.089948154	0.209587883	0.146418283	0.068565467	-0.596024157	0.099524933	2.122385525	0.371919257
AE	-0.716666845	-0.253297625	0.060604402	0.898673903	1.424396438	1.523298426	-0.144003201	-0.478005364	-0.116783211	-0.809048304	0.024835265	0.230418132	-0.708938017	-0.547887153	-0.359595715	2.263927968	1.533638071	-0.963498387	-0.722922606	-1.311983184	0.017066823	-0.542600862	-0.785784984	-0.252510746	1.846058178	-1.017703008	0.638610714	0.077429561	-0.471884802	0.75095403	-0.365898616	-0.652524001	-0.841268643	-0.669079149	0.275969541	-0.879477952	-0.095267739	-0.598487438	0.159344314	-1.094753747	-0.344797646	-0.43458781	-0.044528057	-0.151735034	0.362217443	-1.204067422	-0.039345591	-2.705797419	-0.513826778	-0.411272851	-0.646461251	0.273310557	2.09536467	0.327927287	0.76846487	0.580483889	0.17285037	2.019762085	-0.379386894	2.10093651	-0.729018788	0.620236845	0.285558478	-0.48905763	0.230135607	1.583774692	0.098473176	-0.258774394	4.085995863	3.406031807	0.834716063	0.476154869	1.299331199	-1.596440127	-0.544234891	-0.067194274	-0.290688377	-0.621767327	2.907634518	-4.325727347	1.602321282	0.205448	-0.342766083	0.770048413	1.26615232	0.391256682	2.091739115	0.337861143	1.362526259	1.740508734	-2.095798545	1.952885138	0	-0.321361019	-0.596493412	-1.396041357	-0.812532634	0.112943726	-0.463800138	-0.334968115	0.176572116	0.654225024	-1.735465646	-0.514174712	0.85085205	0.52245393	-0.375200773	0.044606067	-0.590834196	1.033861642	1.769905334	0.396321155	0.593889377	-2.838262849	0.310913417	-1.237326134	-0.33651997	-0.752531776	1.258067271	-0.362692305	0.446212599	0.225746159	1.363775404	-0.831364237	-0.245445808	-0.425175652	0.048021535	-0.481089493	1.362854304	1.191007325	0.033500879	1.533745981	0.84643123	0.380206471	-1.077986275	-0.226387098	0.459469044	1.179738488	0.583615103	-0.486619192	-0.353530316	-0.725886904	-0.93964673	-0.171978833	-0.654588987	-0.304815598	-0.836354619	-0.616187836	0.575682392	-0.586130339	1.467036977	-0.520116309	-0.863917285	-3.01792859	-0.701527435	-0.119004739	0.958706415	-0.240813484	-1.087262451	-0.084282788	-0.732081007	0.897454613	0.985457164	0.355479843	0.779833198	1.076125654	3.126604763	2.742636133	0.943414887	-0.494649447	0.153355587	0.681632621	-0.152681303	0.211604807	-0.372574734	-0.733797748	-0.238785213	-0.673717313	1.296570284	1.698463399	-0.203104744	0.067664623	0.187586271	-0.102817516	-0.145565841	-0.84871467	-0.545555205	1.183960248	0.091261823	-0.451292218	0.054867783	-0.236058844	-0.041252264	0.511244821	0.128023165	-0.064544823	0.313537009	1.095767886	0.107051451	-0.14108051	0.620255402	-0.045520789	0.10761194	0.352540581	0.112806402	0.89024478	0.232362177	-0.648006973	0.850742554	-0.203665009	0.130406268	-0.106248797	-0.061006568	0.457469497	1.171984581	0.70007426	-0.217497128	0.067258938	0.18876933	1.032401467	1.064635135	1.940405908	-0.26496392
AF	-0.668008951	-0.290279195	-0.05823374	0.915414632	1.426602652	1.794068563	0.053053389	-0.525529148	-0.209134769	-0.714123056	0.542344116	0.24461724	-0.762308365	-0.471753103	0	2.392356478	1.687854915	-1.068250686	-0.50519716	-0.980152279	-0.089128563	-0.460716243	-0.821722973	-0.278191518	2.16299049	-0.8924186	0.602328531	0.376113637	-0.621264641	0.889339708	-0.144042955	-0.684407447	-0.823908003	-0.332166173	0.350592913	-0.754560531	0.169716771	-0.531349105	0.235304408	-0.979267331	-0.305894074	-0.315623003	-0.007113512	-0.055823287	0.598449044	-1.079226285	-0.203953423	-2.887802663	-0.508078256	-0.68885315	-0.760702851	0.138613993	2.229631237	0.287670028	0.418328687	0.313573882	0.153620419	2.311152573	-0.224855179	2.300185111	-0.625389033	0.597451282	0.277833877	-0.532702853	0.128322354	1.541353787	-0.025689671	-0.330030765	4.297144608	3.734134419	0.900779341	0.428990683	1.290538877	-1.352001614	-0.572187541	-0.168535392	-0.229343758	-0.745806033	2.860865951	-4.158336052	1.440401525	0.111896078	-0.273771446	0.146763612	1.476969175	-0.391844575	2.014278118	0.245423638	1.430199704	2.092626269	-1.759668048	1.78811948	0.045620782	-0.17190012	-0.685570252	-1.615567982	-0.883275811	-0.036735218	-0.442905091	-0.376318769	0.169031751	0.562006041	-1.56586671	-0.493618604	0.908497219	0.57288812	-0.287977473	0.169877496	-0.597317544	1.228620575	2.015689118	0.347618781	0.604548375	-2.803805987	0.057538573	-1.247660715	-0.348583872	-1.042974999	1.380937774	-0.377956589	0.399881042	0.183523474	1.356844226	-0.848674915	-0.319945227	-0.539215243	0.076669061	-0.370699429	1.251074235	1.408294934	0.142910466	1.635223927	0.861586017	0.255839845	-1.147340998	-0.190107911	0.504028961	0.711099848	0.769011593	-0.435183149	-0.306642605	-0.856928023	-0.59374651	-0.111278032	-0.576027752	-0.547190329	-0.948333808	-0.645885855	0.589623269	-0.576328345	1.795493899	-0.584795813	-1.059212469	-3.301614173	-0.825485249	-0.210636863	0.79282448	-0.420138344	-1.402315839	0.02359945	-0.611197129	0.649817855	1.264831959	0.41210876	0.785711797	1.096972785	3.15839267	2.64072406	0.810990669	-0.549844505	0.108848978	0.59643705	-0.066860569	0.004101599	-0.479163516	-0.742318931	-0.147215019	-0.46002353	1.441365952	1.776527795	-0.276993466	0.018624024	0.231884286	-0.21544733	-0.142995401	-0.598920968	-0.503012969	1.440444153	0.366962657	-0.521571683	0.20173611	-0.159489717	0.216299874	0.58312236	-0.565533394	-0.225114867	0.274309388	1.307870181	0.15852803	-0.012564946	1.039784198	-0.115512699	1.093210646	0.053625011	0.080586465	0.913249432	0.292598005	-0.927516023	1.080930636	0.002812222	0.061332897	-0.357023318	-0.056654253	0.252014703	0.926571853	1.136490834	-0.380433426	-0.020451455	0.037209491	1.457408063	1.036600283	1.901792475	-0.342037756
AG	-0.643718367	-0.255370977	-0.032598438	0.892539951	1.516185613	1.675888186	-0.070831183	-0.642715351	-0.095857138	-0.379562554	0.306643282	0.463652301	-0.759232554	-0.596573918	-0.270633506	3.401904104	2.680189586	-1.195488162	-0.542056516	-1.016855302	-0.025568627	-0.494756208	-0.778802308	-0.287924292	1.915529057	-0.861930528	0.530495623	0.628562881	-0.528297468	0.717873088	-0.216148423	-0.655758525	-0.738885517	-0.387685596	0.112416966	-0.85256934	-0.132534236	-0.501036135	0.578994769	-1.015458727	-0.388021112	-0.41582726	0.280055903	-0.212901013	0.490586045	-1.037747825	-0.058586602	-2.737709082	-0.431954563	-0.271039373	-0.709050338	0.638982812	2.131149223	0.375409622	0.599804343	0.223375523	0.071319343	2.080231528	-0.433069157	2.134647536	-0.907985196	0.51464464	0.289429288	-0.469497576	0.210557475	1.456774235	0.086951902	-0.309540796	4.043629441	5.294542093	2.394424342	0.612579498	1.274225929	-1.614981108	-0.49273583	-0.224043383	-0.42162345	-0.609614185	2.984106407	-4.298237896	1.572969394	0.067159226	-0.417545271	0.540543183	1.09725911	0.218433989	0.991499269	0.287319023	1.386037445	1.822693447	-1.838390318	3.88884786	0.039046984	-0.05447493	-0.604241174	-1.402033088	-1.011744715	-0.050166474	-0.469418852	0.231043465	0.095810051	0.511744409	-1.524269818	-0.568328726	0.929797189	0.393346799	-0.040441999	0.09138744	-0.575677632	1.161075738	1.673794494	0.277588742	0.638554248	-2.875323274	0.048388106	-1.248762391	-0.345941947	-0.390861544	1.103480491	-0.295081409	0.539229443	0.245687638	1.163928877	-0.831729094	0	-0.259011878	-0.034202393	-0.297493922	1.298236138	1.138770254	0.017609503	2.098176819	0.803092659	1.25557847	-1.136713205	-0.163888581	0.262560868	1.123265356	0.80609494	-0.483154847	-0.489854828	-0.818431018	-0.730532426	-0.152694142	-0.782952536	-0.5463838	-1.043535882	-0.624009782	1.338011975	-0.628964132	1.550694598	-0.508620061	-0.74237063	-3.072922901	-0.685959859	-0.350156585	0.697835964	-0.220539916	-1.295942954	-0.240257185	-0.746026053	1.302456479	0.928692038	0.356610488	1.012338708	1.071499129	3.783920763	3.190341115	1.050201978	-0.515051842	0.099762962	1.801532852	-0.078392684	0.192912265	-0.385485606	-0.650078525	-0.233165409	-0.57862156	2.400072342	1.593230448	0.312948309	0.063456784	0.123323954	-0.24152878	-0.102384853	-0.740390645	-0.495211936	1.015726957	0.002826092	-0.545783739	0.166079627	-0.079521511	-0.089069444	0.325977343	-0.239991067	-0.024223914	0.257553535	0.873000425	0.061834171	0.570988498	0.61854247	-0.2535121	1.123799392	0.271750953	0.159278834	0.844850423	0.338648123	-0.198583818	1.040053215	-0.360531047	0.052858169	-0.186628624	-0.26936752	0.331518317	0.86855195	0.622049897	-0.127190186	0.10830373	0.21527057	0.864113313	1.844391189	1.777128537	-0.317394924
AH	-0.483351063	-0.247533819	-0.218012572	1.069648104	1.741081176	1.761791565	0.155427989	-0.8542583	-0.144657978	-0.19046866	0.988894495	0.284741418	-0.670760075	-0.560272	-0.022104083	3.637652705	2.775889661	-1.181639511	-0.366066441	-0.739504528	0.013708464	-0.345715366	-0.625598094	-0.119424143	2.240021196	-0.565656445	0.605306743	0.714379277	-0.494289639	0.794903958	-0.028652502	-0.656054191	-0.767713293	-0.275574811	0.225680076	-0.55601736	0.035872714	-0.399252931	0.511436098	-0.865858408	-0.259838456	-0.21861572	0.217328028	-0.020823204	0.82479867	-0.895339392	-0.017234949	-2.528515806	-0.176840515	-0.454022162	-0.6769184	0.201515184	2.347526689	0.506418812	0.489741926	0.17175358	0.381713589	1.841023201	-2.102304109	2.760407609	-0.815201501	0.607537666	0.491957027	-0.5028327	0.403550441	1.352128546	-0.043312119	-0.245147754	4.379536863	1.064564361	-0.052072369	0.522194791	1.292550925	-1.353003478	-0.430243518	-0.316848478	-0.34163256	-0.45283772	3.078051525	-4.235370134	1.680334567	-0.022884454	-0.227287111	0.289313174	1.730859874	-0.25295785	0.742251858	0.310633034	1.522219716	1.865681867	-1.347609136	-0.016440891	0.341004531	0.040198446	-0.477903472	-1.559265768	-0.865909563	-0.359898729	-0.140046712	-0.209516455	0.117596116	0.565550947	-1.746589315	-0.405526042	-0.525511543	0.396496663	0.002721174	0.147792797	-0.299035561	1.670179895	2.150713523	0.382906241	0.741913433	-2.498869558	0.024866989	-1.074153559	-0.062175542	-0.959894046	1.173808461	-0.211498755	0.846699558	0.38340481	0.84305858	-0.687375186	-0.100772343	-0.208904288	-0.012338082	-1.079885693	1.414694667	1.372271677	0.202222992	2.08617428	0.895500569	1.181069801	-0.979944831	-0.137216449	0.354819524	0.954958208	1.161224452	-0.326006146	-0.366860611	-0.821077451	-0.226833619	-0.036933449	-0.601857487	-0.493525098	-1.426904393	-0.444444472	1.307976544	-0.27276532	1.618838359	-0.392696851	-0.920372528	-3.032919675	-0.645498978	-0.179466839	0.675631498	-0.382406983	-1.326068802	-0.108830104	-0.54143674	1.225636173	0.840310062	0.513015153	0.89448536	1.531421774	4.133308145	3.310490602	0.835560341	-0.29184568	0.129271155	0.06131112	-0.329653318	0.273379096	-0.30904527	-0.615778411	-0.141383431	-0.173925603	-0.631001656	1.45490513	-0.441293823	0.087412677	0.321511748	-0.386116996	0	-0.663661641	-0.510971237	1.094107809	0.478554237	-0.087233777	0.379522547	0.004492703	0.204340136	0.200832273	-0.400762321	0.080447321	0.181862185	1.161083321	0.167582683	0.608714372	1.025114351	-0.347640789	1.789792912	0.061785317	0.155734294	0.667651101	0.243277488	-0.681417955	1.173691321	-0.205123871	0.261888442	-0.339239288	-0.213011135	0.116767437	0.551904336	0.858225528	-0.281540974	0.02546219	0.173926988	1.327846655	0.343665981	1.920300904	-0.33925241
