Id	LowerOutMax	LowerOutMin	LowerNotch	LowerWhisker	LowerHinge	Median	UpperHinge	UpperWhisker	UpperNotch	UpperOutMin	UpperOutMax
00304	NA	NA	NA	0.1152922416	0.2478304076	0.4622342928	0.6727495868	0.8400156976	NA	NA	NA
