	BA-Grp1	BB-Grp1	BC-Grp1	BD-Grp1	BE-Grp1	BF-Grp1	BG-Grp1	BH-Grp1	BI-Grp1	BJ-Grp1	BK-Grp1	BL-Grp1	BM-Grp1	BN-Grp1	BO-Grp1	BP-Grp1	BQ-Grp1	BR-Grp1	BS-Grp1	AA-Grp2	AB-Grp2	AC-Grp2	AD-Grp2	AE-Grp2	AF-Grp2	AG-Grp2	AH-Grp2	AI-Grp2	AJ-Grp2	AK-Grp2	AL-Grp2	AM-Grp2	AN-Grp2	AO-Grp2	AP-Grp2	AQ-Grp2	AR-Grp2	AS-Grp2
BCLXL	-0.241819399	0.116562269	0.097161709	0.066827458	0.074504848	-0.802310225	-0.629675025	-0.762341934	-0.638593309	-0.361971066	-0.349992373	-0.114866466	-0.0948796	-0.394399711	-0.411480569	-0.289405063	-0.499765215	-0.303018816	-0.399371801	1.17374808437961	0.973717212577137	1.17385115925049	0.847750103866715	-0.855293084430711	-0.828226202073854	-0.69566809210501	-0.740613325783136	-0.3208869214549	-0.254616538155373	0.247626389196693	0.0452715713241343	-0.0750745471832053	-0.239294260282362	-0.388143848450298	-0.39901921240767	-0.372006215482917	-0.456680693997166	-0.442296944379586
BECLIN	-0.08850456	-0.0379125	0.053328234	0.08188358	0.008076307	-0.114056004	-0.093434341	-0.229234847	-0.156980887	-0.053297465	0	0.128858411	0.144091227	-0.016260015	0.030079417	0.096890436	-0.206610183	-0.016487055	-0.006136712	0.271966787405999	0.405101629451252	0.187774862003175	0.236018958878542	-1.18451621490783	-0.419860079383835	-0.545866705610372	-0.291420585349744	0.243973280182306	0.216011735670421	0.616220540592409	0.69623306737257	-0.44798659851467	-0.0410951424703811	-0.0521880895018526	-0.108873360856645	-0.0676049334853732	0.178772827381768	-0.0275354130675159
BETACATENIN	-0.666509331	-2.122618708	-2.018525919	-2.137975432	-2.040940559	-0.625869388	-0.243390831	-0.653505494	-0.43356345	-2.992009824	-2.943500986	-3.429073721	-3.291791511	-0.91258827	-0.711789555	-0.797632282	-0.466275396	-0.782429252	-0.709808493	-4.55010054141351	-4.61341551187166	-4.44419821686089	-4.48190092787562	0.261743534447839	0.470089726046321	-0.194890295063043	0.121336873244226	-7.31073151732016	-7.64521588346444	-9.66600920068232	-10.8829307443725	-0.922284036027814	-0.649128938462083	-0.792877350048097	-0.787984906205099	-0.650280734839441	-0.962175450245173	-0.538075868200107
BID	-0.727908888	-0.71657009	-0.611600326	-0.815974907	-0.603988796	-0.770507363	-0.630821443	-0.917537335	-0.675581641	-0.503833076	-0.349819654	-0.371251934	-0.170572016	-0.700438257	-0.723756613	-0.658036074	-0.801263805	-0.597390537	-0.644149233	-0.627628783301835	-0.349688354775622	-0.439697525805776	-0.466872385908583	-0.94231796636165	-0.685532832995674	-0.887003571733591	-0.277399730054501	0.10951444541847	0.145064164172858	0.230748722802692	0.199253271129619	-1.04517210452271	-0.662797933369325	-0.787454126249925	-0.620748213927301	-0.712250669026988	-0.738234900914451	-0.60354867551201
BIM	0.782589507	-1.28718067	-0.855785924	-1.121951987	-0.969061603	-0.317709144	-0.035621696	-0.325393992	-0.251380284	0.764285344	0.561069953	0.680641316	0.705875504	0.058819772	0.190102842	0.035415933	0.043695381	0.150047494	0.041237577	-0.840500812985816	-0.741461427686862	-0.904677519727041	-0.753462149791521	-0.121842310803753	0.0494660668860404	-0.14593452337592	-0.0370620409950212	0.458896642061607	0.535719741480622	0.551081815120584	0.622595466661718	0.00728678904201025	0.0610764597529098	-0.0138906175850595	0.0731085770842026	0.165778780955499	0.155511626424379	0.0777341723680692
CJUN_pS73VGBL9029825	0.185570116	0.403228803	0.651356173	0.67421627	0.832153181	0.070895415	0.360120176	0.394454342	0.687291369	0.134972754	0.291894128	0.030940349	0.301245021	0.653866883	0.560144549	0.718649186	0.727312938	0.787491021	0.755510763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKIT	-0.762275654	-0.955444605	-0.471216778	-0.76367001	-0.457766245	-0.855717931	-0.415317762	-0.891591391	-0.499746443	-0.474450065	-0.188160643	-0.212638956	0.364455407	-0.398557034	-0.488612878	-0.193168133	-0.322707409	-0.264872253	-0.209091807	-0.98754617748747	-0.965248645003664	-1.31977791174752	-0.988324659288637	-1.35124832599696	-1.06253254517322	-1.15301095395197	-0.779010492187142	-0.49132272544057	-0.183524644246757	0.161618490922906	0.430045674959443	-0.47829649713404	-0.324821997406028	-0.296691107658749	-0.355613649764777	-0.500167135001063	-0.161966631099094	-0.23774899307029
CMET_pY1235	-0.350322706	-0.067642992	0.073641828	-0.124773704	0.04677172	-0.144923943	-0.001907611	-0.202489883	0.011265566	0.19357563	0.220814397	0.859583924	0.86372565	-0.080313629	0.041313768	-0.118363457	-0.151563367	-0.020471926	-0.034113725	0.138901649217668	0.161916959984793	-0.0467790732958607	0.0895057855203358	-0.157339332472701	-0.00578405705451522	-0.133439320410759	0.117798419674379	0.396304025583066	0.366252430137691	0.648477963864102	0.732094568702114	-0.145824090076933	-0.0642652669075479	0.00194761732627746	0.00140202381938371	-0.18774882265403	-0.0766709191703259	-0.0381769684137577
CMYC	-0.275532177	0.2927602	0.365332626	-0.033405546	0.154917274	-0.215108875	-0.101156296	0.10614046	0.077156632	1.082044982	0.858072848	-0.076750465	0.048321623	-0.611242856	-0.468558662	-0.426951141	-0.388083144	-0.467917935	-0.334699885	-0.313770045312278	-0.238796678323771	0.0432704901953462	0.128552113659849	-0.421626793962035	-0.388389335564566	-0.13328048727874	-0.189005209727568	0.649178917391758	0.705407459743866	-0.117884257149031	-0.133538801837367	-0.233171167191608	-0.527325557392685	-0.313028715273844	-0.477148666397243	-0.567648327806872	-0.382070000152097	-0.430232355977259
CRAF	0.04063224	0.526232255	0.363037394	0.219747404	0.201350969	0.15578684	0.120690619	-0.058423876	-0.043075875	0.548095623	0.543596495	0.231092468	0.400739005	0.332446111	-0.068604019	-0.109919207	0.446039908	0.112927262	-0.000692	1.27004761304178	1.36099587850188	1.13121350150645	1.14585446150547	-0.751507194369527	-0.293919212126971	-1.04332563984629	-0.126936356958125	2.54389752490912	3.37277449746143	1.95773537253817	1.93855729397331	-0.464673604682809	-0.0638776211037699	0.441520406719402	0.157298790055699	0.319068185676953	-0.112079197612821	-0.029732508735464
CRAF_pS338	0.337132441	-0.03310751	0.628781747	0.078395901	0.715987162	0.115762966	1.189286907	0.483347603	1.287120029	0.643253259	0.952137357	0.210598242	0.592263748	-0.245540122	0.143573437	0.479612901	-0.287678418	0.471583075	0.561660509	0.291190602056748	0.517515609694217	0.132221722724339	1.04198299056684	1.87785547695924	2.84203357481179	2.40179128392332	3.76587844113142	2.2050228345449	3.01383977628668	0.427862919091257	0.394061018298992	-0.821487830237727	-0.491002584553229	0.583574475629112	0.275398795885576	0.0358246555048134	0.276061483739433	0.443354555794295
CASPASE7CLEAVEDD198	-1.532757014	-1.72851756	-1.252659579	-1.569670408	-1.471776072	-1.700975387	-1.216532145	-1.720005465	-1.313363115	-0.388391475	-0.362690308	3.356135513	3.214231418	-1.099269457	-0.963090586	-0.773532178	-0.974676676	-0.781571923	-0.861198272	-1.50965017680064	-1.44899383584024	-1.28513899630478	-1.20167109710512	-1.55101184924955	-1.39002399621184	-1.33653579205755	-1.15289417813077	-0.1499411142458	0.00168331068336764	4.80562376454428	5.02287166971545	-1.14201325215787	-0.956726647246683	-0.900696761544055	-0.872642931272994	-1.13173138149589	-0.769346288257607	-0.822195082182773
CAVEOLIN1	-3.493232773	1.749975849	2.074316249	1.955293895	1.935538209	-3.172378553	-1.911710145	-3.164600381	-2.511480115	-3.709944811	-3.016118202	-3.205479216	-2.492974207	0.213670944	0.586210687	0.202028892	0.708239517	0.653604477	0.340684409	2.31116815995445	2.4427185696541	2.28225407093452	1.8915842872057	-5.46368265377652	-5.75986345128417	-5.51561314538991	-5.17518871608656	-7.24081051235898	-6.718022070132	-7.32954825143763	-6.3099823722188	0.462491158841404	0.42449116057685	0.271769381065774	0.441161807164342	0.790359737675536	0.164676583996479	0.61198025552102
